Source,Country,Competition,CompetitionType,Tier,League,Season,Date,HomeRaw,AwayRaw,HomeGoals,AwayGoals,Score,Result,SourceURL
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-21,Dyn. Moscow,R. Volgograd,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-21,FK Elista,Samara,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-21,FK Rostov,Sp. Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-12,Lok. Moscow,Sp. Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-11,Samara,Saturn Ramenskoye,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-11,Anzhi,Saratov,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-11,CSKA Moscow,Dyn. Moscow,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-11,FK Rostov,Alania Vladikavkaz,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-11,R. Volgograd,FC Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-11,Yaroslavl,FK Elista,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-10,Torpedo Moscow,Zenit,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-01,Lok. Moscow,Samara,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-01,Zenit,FC Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-01,Anzhi,R. Volgograd,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-01,CSKA Moscow,Torpedo Moscow,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-01,FK Elista,Alania Vladikavkaz,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-09-01,FK Rostov,Yaroslavl,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-31,Dyn. Moscow,Saratov,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-31,Sp. Moscow,Saturn Ramenskoye,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-25,FK Elista,Sp. Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-25,CSKA Moscow,Anzhi,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-24,Alania Vladikavkaz,Saturn Ramenskoye,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-24,Torpedo Moscow,R. Volgograd,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-24,Dyn. Moscow,FC Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-24,Samara,Yaroslavl,4,1,4-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-24,Lok. Moscow,FK Rostov,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-24,Saratov,Zenit,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-19,Zenit,Dyn. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-18,FC Moscow,Saratov,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-18,Yaroslavl,Lok. Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-17,Saturn Ramenskoye,FK Elista,5,2,5-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-17,Anzhi,Torpedo Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-17,FK Rostov,Samara,0,3,0-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-17,R. Volgograd,CSKA Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-16,Sp. Moscow,Alania Vladikavkaz,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-13,FK Rostov,CSKA Moscow,3,2,3-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-11,Saratov,Sp. Moscow,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-11,Anzhi,Samara,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-11,FC Moscow,Saturn Ramenskoye,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-10,Dyn. Moscow,Alania Vladikavkaz,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-10,Torpedo Moscow,Yaroslavl,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-10,Zenit,FK Elista,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-09,CSKA Moscow,FK Rostov,5,1,5-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-07,R. Volgograd,Lok. Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-07,Sp. Moscow,Anzhi,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-03,Alania Vladikavkaz,Saratov,3,2,3-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-03,FK Rostov,Anzhi,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-03,Lok. Moscow,Torpedo Moscow,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-03,Samara,CSKA Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-03,Saturn Ramenskoye,Zenit,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-03,FK Elista,FC Moscow,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-03,Sp. Moscow,Dyn. Moscow,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-08-03,Yaroslavl,R. Volgograd,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-30,Torpedo Moscow,Samara,4,3,4-3,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-30,FC Moscow,Alania Vladikavkaz,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-30,Zenit,Sp. Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-29,Saratov,FK Elista,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-29,Anzhi,Yaroslavl,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-29,R. Volgograd,FK Rostov,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-29,Dyn. Moscow,Saturn Ramenskoye,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-28,CSKA Moscow,Lok. Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-24,Alania Vladikavkaz,Zenit,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-24,FK Elista,Dyn. Moscow,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-24,Samara,R. Volgograd,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-24,Sp. Moscow,FC Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-23,FK Rostov,Torpedo Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-23,Lok. Moscow,Anzhi,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-23,Saturn Ramenskoye,Saratov,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-23,Yaroslavl,CSKA Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-20,FK Elista,Zenit,3,3,3-3,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-20,Yaroslavl,Sp. Moscow,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-17,CSKA Moscow,Samara,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-16,Anzhi,FK Rostov,4,1,4-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-16,FC Moscow,FK Elista,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-16,R. Volgograd,Yaroslavl,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-16,Saratov,Alania Vladikavkaz,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-16,Torpedo Moscow,Lok. Moscow,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-16,Zenit,Saturn Ramenskoye,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-15,Dyn. Moscow,Sp. Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-10,Sp. Moscow,Zenit,4,3,4-3,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-09,FK Rostov,R. Volgograd,0,3,0-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-09,Yaroslavl,Anzhi,6,0,6-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-09,Alania Vladikavkaz,FC Moscow,5,2,5-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-09,FK Elista,Saratov,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-09,Lok. Moscow,CSKA Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-09,Samara,Torpedo Moscow,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-09,Saturn Ramenskoye,Dyn. Moscow,0,3,0-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-05,Lok. Moscow,FK Elista,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-03,FC Moscow,Sp. Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-02,R. Volgograd,Samara,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,2002,2002-07-02,Saratov,Saturn Ramenskoye,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-2002/results/
