Source,Country,Competition,CompetitionType,Tier,League,Season,Date,HomeRaw,AwayRaw,HomeGoals,AwayGoals,Score,Result,SourceURL
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,Baltika,Tekstilshchik K.,4,1,4-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,Chernomorets,Lada Togliatti,4,1,4-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,FK Rostov,Kamaz,4,5,4-5,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,Lok. Moscow,CSKA Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,R. Volgograd,Ural,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,Spartak Vladikavkaz,Lokomotiv N. Novgorod,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,Torpedo Moscow,Dyn. Moscow,2,5,2-5,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,Zenit,Sp. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-11-03,Zhemchuzhina,Samara,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,CSKA Moscow,Chernomorets,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,Dyn. Moscow,Ural,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,Kamaz,Torpedo Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,Lada Togliatti,Baltika,0,5,0-5,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,Lok. Moscow,R. Volgograd,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,Lokomotiv N. Novgorod,Zhemchuzhina,4,1,4-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,Samara,Zenit,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,Sp. Moscow,FK Rostov,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-25,Tekstilshchik K.,Spartak Vladikavkaz,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-21,Ural,Lok. Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-20,Spartak Vladikavkaz,Lada Togliatti,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-20,Torpedo Moscow,Sp. Moscow,3,4,3-4,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-19,Baltika,CSKA Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-19,Chernomorets,R. Volgograd,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-19,FK Rostov,Samara,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-19,Kamaz,Dyn. Moscow,3,2,3-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-19,Zenit,Lokomotiv N. Novgorod,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-19,Zhemchuzhina,Tekstilshchik K.,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,CSKA Moscow,Spartak Vladikavkaz,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,Lada Togliatti,Zhemchuzhina,0,3,0-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,Lok. Moscow,Chernomorets,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,Lokomotiv N. Novgorod,FK Rostov,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,R. Volgograd,Baltika,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,Samara,Torpedo Moscow,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,Sp. Moscow,Dyn. Moscow,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,Tekstilshchik K.,Zenit,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-12,Ural,Kamaz,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,Baltika,Lok. Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,Dyn. Moscow,Samara,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,FK Rostov,Tekstilshchik K.,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,Kamaz,Sp. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,Spartak Vladikavkaz,R. Volgograd,3,2,3-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,Torpedo Moscow,Lokomotiv N. Novgorod,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,Ural,Chernomorets,4,0,4-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,Zenit,Lada Togliatti,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-10-02,Zhemchuzhina,CSKA Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-29,Lok. Moscow,Spartak Vladikavkaz,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-28,Chernomorets,Baltika,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-28,CSKA Moscow,Zenit,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-28,Lada Togliatti,FK Rostov,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-28,Lokomotiv N. Novgorod,Dyn. Moscow,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-28,R. Volgograd,Zhemchuzhina,4,1,4-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-28,Samara,Kamaz,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-28,Sp. Moscow,Ural,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-28,Tekstilshchik K.,Torpedo Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-21,Kamaz,Lokomotiv N. Novgorod,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-21,Ural,Baltika,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-21,Zenit,R. Volgograd,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-20,Dyn. Moscow,Tekstilshchik K.,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-20,Sp. Moscow,Samara,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-20,Zhemchuzhina,Lok. Moscow,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-19,FK Rostov,CSKA Moscow,0,5,0-5,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-19,Spartak Vladikavkaz,Chernomorets,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-19,Torpedo Moscow,Lada Togliatti,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-16,Lok. Moscow,Zenit,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-15,Baltika,Spartak Vladikavkaz,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-15,CSKA Moscow,Torpedo Moscow,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-15,Lokomotiv N. Novgorod,Sp. Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-14,Chernomorets,Zhemchuzhina,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-14,Lada Togliatti,Dyn. Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-14,R. Volgograd,FK Rostov,4,2,4-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-14,Samara,Ural,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-14,Tekstilshchik K.,Kamaz,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-11,Kamaz,R. Volgograd,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-07,Kamaz,Lada Togliatti,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-07,Samara,Lokomotiv N. Novgorod,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-07,Zenit,Chernomorets,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-07,Zhemchuzhina,Baltika,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-06,FK Rostov,Lok. Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-06,Sp. Moscow,Tekstilshchik K.,4,2,4-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-06,Torpedo Moscow,R. Volgograd,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-06,Ural,Spartak Vladikavkaz,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-05,Dyn. Moscow,CSKA Moscow,2,3,2-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-03,R. Volgograd,Lada Togliatti,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-03,Zenit,Spartak Vladikavkaz,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-09-02,Ural,FK Rostov,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,Baltika,Zenit,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,Chernomorets,FK Rostov,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,CSKA Moscow,Kamaz,4,2,4-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,Lada Togliatti,Sp. Moscow,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,Lok. Moscow,Torpedo Moscow,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,Lokomotiv N. Novgorod,Ural,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,R. Volgograd,Dyn. Moscow,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,Spartak Vladikavkaz,Zhemchuzhina,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-24,Tekstilshchik K.,Samara,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-21,FK Rostov,Baltika,0,1,0-1,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-21,Lokomotiv N. Novgorod,Tekstilshchik K.,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-21,Samara,Lada Togliatti,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-21,Ural,Zhemchuzhina,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,Baltika,Torpedo Moscow,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,Chernomorets,Dyn. Moscow,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,CSKA Moscow,Samara,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,Lada Togliatti,Lokomotiv N. Novgorod,1,2,1-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,Lok. Moscow,Kamaz,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,R. Volgograd,Sp. Moscow,4,3,4-3,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,Spartak Vladikavkaz,FK Rostov,3,2,3-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,Tekstilshchik K.,Ural,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-17,Zhemchuzhina,Zenit,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-14,Dyn. Moscow,Lok. Moscow,4,2,4-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-14,R. Volgograd,Lokomotiv N. Novgorod,2,0,2-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-14,Sp. Moscow,CSKA Moscow,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-14,Torpedo Moscow,Chernomorets,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-11,Torpedo Moscow,Spartak Vladikavkaz,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-10,Dyn. Moscow,Baltika,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-10,FK Rostov,Zhemchuzhina,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-10,Kamaz,Chernomorets,5,0,5-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-10,Lokomotiv N. Novgorod,CSKA Moscow,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-10,Samara,R. Volgograd,0,3,0-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-10,Sp. Moscow,Lok. Moscow,3,2,3-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-10,Tekstilshchik K.,Lada Togliatti,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-10,Ural,Zenit,1,3,1-3,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-07,Baltika,Kamaz,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-07,Lada Togliatti,Ural,3,2,3-2,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-07,Lok. Moscow,Samara,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-07,Zenit,FK Rostov,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-03,CSKA Moscow,Ural,1,1,1-1,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-03,Tekstilshchik K.,R. Volgograd,1,4,1-4,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-08-03,Zhemchuzhina,Kamaz,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-31,Dyn. Moscow,Zhemchuzhina,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-31,Lada Togliatti,CSKA Moscow,0,2,0-2,0-1,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-31,Lokomotiv N. Novgorod,Lok. Moscow,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-31,Samara,Chernomorets,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-31,Sp. Moscow,Baltika,0,0,0-0,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-31,Torpedo Moscow,Zenit,2,1,2-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-27,Baltika,Samara,5,0,5-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-27,Chernomorets,Lokomotiv N. Novgorod,3,0,3-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-27,FK Rostov,Torpedo Moscow,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-27,Lok. Moscow,Tekstilshchik K.,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-27,Spartak Vladikavkaz,Sp. Moscow,2,2,2-2,0.5-0.5,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-27,Zenit,Dyn. Moscow,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-24,CSKA Moscow,R. Volgograd,1,0,1-0,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
flashscore,Russia,russian_premier_league,league,1,Russian Premier League,1996,1996-07-24,Kamaz,Zenit,3,1,3-1,1-0,https://www.flashscore.co.uk/football/russia/premier-league-1996/results/
