Season,League,Date,Home,Away,Result,Score,Source,SourceSeasonFolder,SourceFile
2005/06,National League,2006-03-18,Dag and Red,Morecambe,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-18,Gravesend,Tamworth,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-18,Kidderminster,Aldershot,0-1,1-4,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-18,Southport,Altrincham,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-21,Scarborough,Canvey Island,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-21,Southport,Accrington,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-21,Woking,Aldershot,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,Aldershot,Scarborough,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,Altrincham,Burton,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,Crawley Town,Cambridge,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,Forest Green,Dag and Red,0-1,0-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,Hereford,Kidderminster,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,Morecambe,Canvey Island,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,Stevenage,Gravesend,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,Tamworth,Southport,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-25,York,Accrington,0-1,2-4,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-28,Dag and Red,Crawley Town,0-1,0-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-28,Halifax,Woking,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-28,Kidderminster,Grays,0-1,0-5,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-03-28,Tamworth,Exeter,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Accrington,Grays,0-1,2-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Burton,York,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Cambridge,Morecambe,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Canvey Island,Forest Green,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Dag and Red,Halifax,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Exeter,Altrincham,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Gravesend,Aldershot,0-1,0-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Kidderminster,Stevenage,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Southport,Crawley Town,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-01,Woking,Hereford,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-04,Altrincham,York,0-1,0-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-04,Cambridge,Exeter,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-04,Canvey Island,Woking,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-04,Gravesend,Grays,0-1,1-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-04,Morecambe,Hereford,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-04,Tamworth,Aldershot,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-07,Forest Green,Accrington,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-08,Aldershot,Cambridge,0-1,1-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-08,Altrincham,Gravesend,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-08,Crawley Town,Burton,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-08,Halifax,Southport,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-08,Hereford,Dag and Red,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-08,Morecambe,Woking,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-08,Stevenage,Scarborough,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-08,Tamworth,Canvey Island,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-09,York,Kidderminster,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-10,Grays,Exeter,1-0,3-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-10,Southport,Woking,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-11,Dag and Red,Altrincham,0-1,2-4,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-11,Scarborough,Tamworth,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-14,Cambridge,York,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-14,Canvey Island,Kidderminster,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-14,Halifax,Stevenage,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-15,Altrincham,Hereford,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-15,Crawley Town,Aldershot,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-15,Exeter,Dag and Red,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-15,Grays,Forest Green,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-15,Scarborough,Burton,1-0,3-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-15,Southport,Gravesend,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-15,Tamworth,Morecambe,0-1,0-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-15,Woking,Accrington,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Accrington,Scarborough,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Aldershot,Grays,0-1,0-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Dag and Red,Canvey Island,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Forest Green,Exeter,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Gravesend,Woking,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Hereford,Tamworth,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Kidderminster,Cambridge,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Morecambe,Altrincham,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,Stevenage,Crawley Town,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-17,York,Halifax,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-18,Burton,Southport,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-19,Scarborough,Grays,0-1,2-7,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Accrington,Tamworth,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Aldershot,Woking,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Altrincham,Grays,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Burton,Forest Green,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Canvey Island,Exeter,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Crawley Town,Halifax,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Dag and Red,Kidderminster,1-0,3-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Hereford,Southport,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Morecambe,Gravesend,1-0,3-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Scarborough,Cambridge,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-22,Stevenage,York,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-25,Burton,Dag and Red,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-25,Exeter,Crawley Town,1-0,4-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-25,Grays,Southport,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-25,Halifax,Gravesend,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-25,Woking,Forest Green,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Cambridge,Dag and Red,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Exeter,Scarborough,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Forest Green,Stevenage,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Gravesend,Burton,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Grays,Morecambe,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Halifax,Canvey Island,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Kidderminster,Accrington,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Southport,Aldershot,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Tamworth,Crawley Town,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,Woking,Altrincham,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2006-04-29,York,Hereford,0-1,1-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2006/07,National League,2006-08-12,Aldershot,Gravesend,1-0,3-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Altrincham,Stevenage,1-0,2-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Cambridge,Northwich,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Crawley Town,Rushden & D,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Forest Green,Dag and Red,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Grays,Stafford Rangers,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Kidderminster,St. Albans,0-1,1-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Morecambe,Burton,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Oxford,Halifax,1-0,2-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Southport,Woking,0.5-0.5,0-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,Tamworth,Weymouth,0-1,1-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-12,York,Exeter,0.5-0.5,0-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Burton,Kidderminster,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Dag and Red,Oxford,0-1,0-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Exeter,Forest Green,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Gravesend,Tamworth,1-0,4-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Halifax,Southport,0.5-0.5,1-1,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Northwich,Morecambe,0-1,0-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Rushden & D,Grays,0-1,1-3,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,St. Albans,Cambridge,0.5-0.5,0-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Stafford Rangers,Altrincham,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Stevenage,York,0-1,1-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Weymouth,Aldershot,1-0,1-0,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
2006/07,National League,2006-08-15,Woking,Crawley Town,0-1,1-2,football-data,2006-07,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2006-07/EC.csv
