Season,League,Date,Home,Away,Result,Score,Source,SourceSeasonFolder,SourceFile
2005/06,National League,2005-10-01,Grays,Halifax,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-01,Hereford,Canvey Island,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-01,Kidderminster,Tamworth,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-01,Southport,Cambridge,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-01,Woking,Scarborough,1-0,4-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-01,York,Exeter,1-0,4-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-02,Burton,Aldershot,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-05,Stevenage,Dag and Red,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-07,Accrington,Hereford,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-07,Cambridge,Tamworth,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-07,Southport,Forest Green,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-08,Burton,Stevenage,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-08,Canvey Island,Altrincham,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-08,Exeter,Halifax,1-0,4-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-08,Gravesend,York,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-08,Kidderminster,Morecambe,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-08,Scarborough,Crawley Town,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-08,Woking,Grays,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-09,Dag and Red,Aldershot,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Aldershot,Kidderminster,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Altrincham,Southport,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Crawley Town,Exeter,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Forest Green,Woking,0-1,0-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Grays,Scarborough,1-0,5-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Halifax,Cambridge,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Hereford,Burton,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Morecambe,Dag and Red,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Stevenage,Accrington,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,Tamworth,Gravesend,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-15,York,Canvey Island,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Accrington,York,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Cambridge,Crawley Town,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Canvey Island,Morecambe,0.5-0.5,3-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Dag and Red,Forest Green,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Exeter,Tamworth,1-0,3-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Gravesend,Stevenage,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Kidderminster,Hereford,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Scarborough,Aldershot,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Southport,Grays,0-1,1-4,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-29,Woking,Halifax,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-10-30,Burton,Altrincham,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-05,Kidderminster,Exeter,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Aldershot,Gravesend,1-0,3-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Altrincham,Exeter,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Crawley Town,Southport,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Forest Green,Canvey Island,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Grays,Accrington,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Halifax,Dag and Red,1-0,3-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Hereford,Woking,1-0,4-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Morecambe,Cambridge,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Stevenage,Kidderminster,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,Tamworth,Scarborough,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-12,York,Burton,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-18,Accrington,Forest Green,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Burton,Crawley Town,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Cambridge,Aldershot,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Canvey Island,Tamworth,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Dag and Red,Hereford,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Exeter,Grays,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Gravesend,Altrincham,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Kidderminster,York,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Scarborough,Stevenage,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Southport,Halifax,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-19,Woking,Morecambe,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Accrington,Southport,1-0,4-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Aldershot,Forest Green,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Altrincham,Tamworth,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Burton,Kidderminster,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Canvey Island,Cambridge,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Crawley Town,Gravesend,0-1,1-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Dag and Red,Woking,0-1,1-3,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Hereford,Exeter,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Morecambe,York,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Scarborough,Halifax,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-11-26,Stevenage,Grays,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-03,Accrington,Altrincham,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-03,Cambridge,Scarborough,1-0,2-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-03,Exeter,Canvey Island,0-1,0-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-03,Gravesend,Morecambe,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-03,Halifax,Crawley Town,0.5-0.5,2-2,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-03,Kidderminster,Dag and Red,1-0,3-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-06,Grays,Altrincham,0.5-0.5,1-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-10,Accrington,Kidderminster,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-10,Aldershot,Southport,1-0,2-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-10,Altrincham,Woking,0-1,0-4,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-10,Burton,Gravesend,0.5-0.5,0-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-10,Canvey Island,Halifax,0-1,0-1,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-10,Crawley Town,Tamworth,1-0,3-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-10,Dag and Red,Cambridge,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
2005/06,National League,2005-12-10,Hereford,York,1-0,1-0,football-data,2005-06,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2005-06/EC.csv
