name,rating,games,last_historical_game
Nishi Takenobu,3189.08332272529,164,2025-11-26
Nishida Harumi,3091.536856157882,15,2010-10-07
Nishida Terumi,3124.3643989024476,76,1999-09-13
Nishigami Yoshihiko,3083.5202156004657,5,1993-02-08
Nishihara Yasutaka,3099,1,1999-08-01
Nishikawa Takatoshi,3076.5330050612306,2,2025-01-16
Nishimoto Takehiko,3101,1,1980-08-01
Nishimura Jin,3070.0782049160853,31,2025-10-22
Nishimura Kazuya,3099,1,2011-07-27
Nishimura Keiji,3147.675448983755,36,2023-06-15
Nishimura Masao,3098.0028782234185,2,1979-10-07
Nishimura Masuaki,3097.79115697171,1,1968-12-15
Nishimura Mitsuo,3103.142197510341,2,2002-08-01
Nishimura Osamu,3040.3576611103376,35,2003-07-21
Nishio Takeki,3101,1,1989-05-22
Nishioka Masao,3058.567124717663,17,2024-09-05
Nishioka Shozo,3099,1,1980-03-01
Nishiyama Eiichi,3092.9100288295867,2,1964-01-01
Nishiyama Shizuka,2964.6866374524197,36,2025-01-22
Nishizaki Yasuhiko,3094.160541804428,1,1978-06-11
Nitipone Aroonphaichitra,3081.3139742256103,1,2008-10-05
Nitta Koji,3089.4967177976423,7,2003-03-01
Niu Lili,3046.149699800796,9,1988-05-12
Niu Shite,3148.874901635264,163,2025-12-08
Niu Xianxian,3079.666692206887,2,1998-04-04
Niu Yutian,3302.8235277774984,367,2018-06-19
Niwa Hisayoshi,3097.844329532129,1,1986-11-23
Niyazi Baghirov,3097.6279438308266,2,2009-05-29
No Chunhwan,3111.2026319011434,10,2002-07-27
No Sacho,3100.890959341955,6,1939-12-01
No Sangheui,3102.0990964910643,5,1989-06-01
No Woojin,3073.4561826610898,3,2025-07-20
No Youngha,2996.0889172180546,142,2020-10-19
Nobuta Shigehito,3038.5920835496195,10,2023-02-13
Noda Hisashi,3100.0028782234185,2,1997-09-01
Noel Mitchell,3097.080291163218,3,1992-05-30
Nogami Akira,3101,1,1941-09-28
Noguchi Hitoshi,3095.1434999764224,2,2000-08-21
Noguchi Minoru,3101,1,1988-05-16
Noguchi Motoki,3123.653180730416,10,2006-02-18
Nojima Takeo,3101.3745029488437,1,1980-10-12
Noma Genta,3097.740051952386,2,1990-12-04
Noma Shinro,3099.9971217765815,2,2000-04-01
Nomiya Natsuo,3099.245051105659,2,1989-01-15
Nomoto Haruo,3099,1,1999-01-06
Nomura Masami,3099,1,1992-02-01
Nomura Masazumi,3102.809823207917,3,2000-06-01
Nomura Mina,3101,1,2014-07-24
Nonaka Yuki,3099,1,2021-12-19
Nono Seiji,3101,1,1980-11-01
Noriyuki Yamamoto,3093.8099418367497,4,2009-05-29
Norman Chadwick,3096.455424855442,2,2006-08-16
Noro Natsuo,3104.4119479783444,5,1989-09-19
Noshima Takeo,3097.851506858842,1,1980-10-12
Nozawa Jikucho,3172.332803655469,104,1930-01-26
Nukita Yukata,3099,1,1978-06-01
Nukumi Yoshizo,3098.2160686168813,1,1990-09-30
Numadate Sakiya,3068.44298685795,88,2025-11-02
Numajiri Akira,3096.4687397680914,2,1980-10-12
Numasaki Mikio,3100.38,2,1980-10-12
Nyu Eiko,3068.7907435330503,246,2025-12-11
Oba Junya,3200.9909716591847,91,2025-06-09
Oba Yoshio,3099,1,1947-12-01
Obata Minori,3105.767236654264,1,2025-08-13
Obata Takeo,3098.6239719483174,1,2003-06-01
Obuchi Kotaro,3076.8267628097747,65,2025-07-14
Obuchi Morito,2930.0195548506667,49,2013-12-05
Oda Ayako,3100.2783695853295,5,2014-03-16
Oda Hiromitsoo,3065.140919241432,11,2021-01-13
Oda Hiroyuki,3098.239364892789,1,1984-08-09
Oda Ryozo,3105.830363792364,5,1980-10-12
Oda Teppei,3011.6865587377097,17,2021-12-06
Oda Tsutomu,3105.8552277145204,4,1980-10-12
Oeda Yusuke,3030.982119639109,29,1992-01-20
Ofer Zivony,3091.930360510849,5,2015-06-08
Ofune Kazuo,3101,1,1995-09-17
Oga Kojiro,3100.767907178473,2,1980-10-12
Oga Masao,3097.19468190082,2,1920-03-28
Ogaki Yusaku,3184.3859640453547,142,2025-11-02
Ogata Masaki,3138.5890863990044,295,2025-06-16
Ogata Takashi,3099,1,2003-05-31
Ogawa Masaharu,3104.9806979688888,1,1940-10-01
Ogawa Suetsugu,3100.77851596123,2,1994-11-01
Ogawa Tomoko,3056.367565134067,201,2018-12-07
Ogawa Tsuyoshi,3099,1,1930-11-23
Ogoshi Ichiro,3127.3321236598704,10,2010-11-25
Ogushi Kiyofumi,3099,1,1994-12-12
Oh Changuk,3111.789790567319,22,2016-10-29
Oh Cheongseong,3111.1165528444194,1,1998-12-06
Oh Chuseong,3109.7881538992806,4,2003-06-24
Oh Jangwuk,3095.7666180971064,1,2020-01-30
Oh Jeonga,3140.444595758849,202,2025-11-25
Oh Jimin,3104.4139143913335,3,2017-04-17
Oh Keii,2918.3288451193125,83,2025-04-26
Oh Kinko,3097.2454969425953,2,2016-08-03
Oh Kyeonghwan,3099,1,1998-10-18
Oh Kyeongrae,3099.635685676953,1,2006-09-03
Oh Kyucheol,3029.86274127765,157,2025-11-06
Oh Meien,3151.7893406316766,931,2025-06-06
Oh Pyeongu,3108.5040503613654,44,2025-11-30
Oh Rissei,3226.7683283348497,1177,2025-07-07
Oh Seungmin,3088.0825179064127,4,2022-10-02
Oh Sukeun,3097.8684932115557,1,1994-11-20
Oh Tongkil,3099,1,2017-12-11
Oh Youngki,3097.497075837311,1,1994-07-13
Oh Yuinin,2989.404652611808,15,2019-04-25
Oh Yujin,3318.667325324104,488,2025-12-14
Ohama Eiichi,3099,1,1981-02-15
Ohashi Hirofumi,3212.181445791287,132,2025-11-02
Ohashi Naruya,3088.609290047991,78,2025-05-12
Ohashi Shigeo,3099.9971217765815,2,1979-10-07
Ohashi Takao,3102.132074628151,3,1980-10-12
Ohashi Yusuke,3099,1,2009-05-24
Ohira Shuzo,3291.639357501964,360,1998-12-01
Oikawa Goro,3104.7891524809424,5,1979-10-07
Oikawa Hiroshi,3102.5372414780054,1,1980-07-30
Oikawa Taiji,3099,1,2007-08-01
Oishi Hisako,3101.9971217765815,2,1962-01-01
Oishi Takeo,3101,1,1952-01-13
Oiso Shigeo,3086.2322960603756,4,1925-09-25
Ok Teukjin,3111.453114514785,25,2012-11-27
Oka Mitsuo,3101.874140245372,3,1991-11-20
Oka Nobumitsoo,3099,1,1960-11-09
Oka Tadashi,3098.6150152275536,1,1951-04-20
Okabe Hiroaki,3088.8241597357164,2,1994-05-18
Okada Hakaru,3099.627932454709,2,2013-08-11
Okada Hirokazu,3099,1,1980-10-27
Okada Kazutaka,3099.6120561691737,2,1999-03-01
Okada Kihachiro,3091.0135420339516,2,1900-11-14
Okada Mieko,3099,1,1980-10-12
Okada Mihoko,3100.379988577914,2,1973-07-02
Okada Ryo,3088.3909549208643,1,2014-02-24
Okada Shinichiro,3007.3845461486276,41,2022-09-26
Okada Takao,3098.8384479506967,2,1988-02-10
Okada Taketo,3104.1783961444717,1,2017-12-13
Okada Yukimasa,3080.5791853672076,4,1969-09-21
Okada Yumiko,2974.571380780073,145,2025-05-05
Okahashi Hirotada,3085.715729273704,1,1992-04-15
Okamoto Daiwa,3099,1,2010-08-02
Okamoto Koji,3103.137846291748,4,1980-10-12
Okamoto Kozo,3101,1,1976-08-02
Okamoto Nobuko,3089.1283134182054,6,1990-10-16
Okamoto Seiji,3102.3720561691734,2,1980-10-12
Okamoto Shoji,3099,1,1973-11-01
Okamoto Takehisa,3098.240019960811,1,1981-07-12
Okamura Shigeru,3101,1,1930-08-01
Okasawa Kesayoshi,3098.613024641368,1,1997-01-01
Okatani Seizo,3101,1,1990-10-10
Okauchi Yoshiharu,3101.754769477561,3,1996-10-01
Okawa Takuya,3042.579243430623,65,2025-12-17
Okazaki Hiroshi,3098.7406679314395,3,1999-11-01
Okazaki Masatoshi,3097.2360221429235,2,1979-10-07
Okazaki Yoshizo,3098.616028051683,1,1997-09-01
Oki Keiji,3020.5647334386813,15,2022-08-25
Okubo Ichigen,3078.599497915105,68,1995-02-09
Okubo Yukio,3115.111855001037,15,1960-09-07
Okuda Aya,2991.1290126078916,213,2025-08-21
Okuda Kiichi,3102.9017590180674,1,2003-11-09
Okuda Nobuhiro,3099,1,1993-02-11
Okuma Jikuko,3011.2841066891497,17,2005-04-03
Okuma Yuto,3006.362303319625,12,2025-06-04
Okumoto Hiromi,3101,1,1989-09-30
Okumura Hideo,3065.183698787202,17,2007-02-19
Okumura Noboru,3082.9129816369486,2,1980-11-20
Okumura Yasushi,3084.8157610861335,4,1990-04-22
Okunaga Masahiro,3101,1,1995-10-01
Okuno Yoshiyuki,3099,1,1995-10-01
Oleg Mezhov,3081.773782687142,1,2003-11-14
Olof Fridh,3094.3664006208264,1,2008-10-04
Omata Kosei,3090.491797776781,2,1996-06-01
Omori Ran,2961.5440434238294,25,2025-12-23
Omori Rumi,3098.6239719483174,1,1999-08-19
Omori Yasushi,2956.1386450813966,41,2022-10-03
Omote Yuto,3267.2238293208266,80,2025-12-23
Omura Naozo,3100.619620151312,3,1965-01-01
On Seunghoon,3104.4771259211643,3,2006-07-05
On So-chin,3259.695147313502,165,2020-01-16
Onawa Hisao,3085.5148950687303,1,1925-01-26
Onda Yasuhiko,2970.8502418284384,37,2018-01-15
Ondrej Silt,3015.3918209193143,31,2015-06-10
Onishi Kenya,3185.996072490531,71,2024-11-18
Onishi Masami,3096.8161481569596,1,1983-03-13
Onishi Misako,3098.616028051683,1,2002-08-01
Onishi Ryuhei,3334.804897011439,232,2025-12-24
Onishi Sachi,3098.6255450227254,1,2009-08-11
Onishi Tadao,3099,1,1986-12-07
Ono Ayako,2990.0609719371805,17,2025-10-15
Ono Koji,3046.783620796403,9,2025-05-14
Ono Mototaka,3099,1,1971-11-03
Ono Nobuyuki,2986.469642226814,18,2017-12-14
Ono Shingo,3067.6810828173852,13,2015-02-23
Ono Takanori,3095.693053483324,4,1980-10-12
Ono Takuma,3040.5046763962746,6,2025-09-29
Ono Teppei,3105.1572261554165,13,2005-12-04
Ono Yuta,3094.9000581610876,1,2017-03-25
Ono Yutaka,3093.255133866925,1,1982-12-02
Onoda Chiyotaro,3203.893863493573,254,1943-08-15
Onoda Takuya,3053.7325675200295,12,2017-09-27
Onodera Arata,3120.368787745841,20,1929-04-17
Onodera Chiyotaro,3120.9153367039835,1,1928-06-13
Onodera Shin,3102.2222640574323,1,1927-10-09
Onodera Sho,3099,1,2012-12-16
Onuma Yuji,3099,1,1989-07-26
Oomote Takuto,3064.573161253799,52,2025-06-30
Osafune Kyoko,3101,1,1987-02-06
Osawa Ginjiro,3060.246900517139,8,1905-03-29
Osawa Kenro,2994.381329064319,28,2025-09-29
Osawa Maya,3094.5386316978665,2,2014-02-17
Osawa Narumi,3008.3006851355726,118,2025-11-20
Osawa Shinichiro,3056.757552907229,5,2015-02-16
Oscar Vazquez,3088.5337054676434,2,2017-07-13
Oshida Kana,3088.1881429986497,2,2004-02-14
Oshika Mikio,3098.0028782234185,2,1979-10-07
Oshima Akishi,3101.3855092247595,1,1995-12-11
Oshima Reina,3093.492220268465,3,2017-03-12
Oshiro Tsunako,3097.4757845547024,1,1942-05-26
Osuka Seira,3021.272113990351,22,2023-10-26
Oswald Moreano,3099,1,2004-06-27
Ota Ari,3101,1,2006-07-27
Ota Haruo,3098.624190231569,3,1989-06-11
Ota Kiyoshi,3102.1664673755176,1,1930-03-05
Ota Masahiko,3099.6120561691737,2,2002-07-25
Ota Minoru,3101,1,1972-09-04
Ota Ryo,3046.8714583840124,17,2025-04-09
Ota Seido,3165.139174949959,44,2016-12-07
Ota Shogo,3104.6768780443285,3,2008-02-23
Ota Toshisaburo,3099,1,1962-05-26
Otake Hideo,3125.6599363756886,1224,2020-06-27
Otake Yu,3307.760813619741,155,2025-12-23
Otani Hiroharu,3098.2498216128056,1,2000-10-09
Otani Kensuke,3091.9548963729467,12,2025-12-24
Otani Naoki,3053.2765014311094,39,2025-08-04
Otani Naoteru,3101,1,2009-07-29
Otani Yutaro,3096.0924299805793,2,1980-10-12
Oto Shozo,3045.4008663039062,8,2013-01-24
Otsuji Sho,3101,1,1980-10-12
Ou Zhanhong,3083.805170174375,2,2013-12-21
Ouyang Hong,3100.0028782234185,2,1976-06-01
Owada Minoru,3098.6239719483174,1,1968-04-08
Oya Kazuyuki,3101,1,1980-08-01
Oya Keiji,3097.7569031107314,1,1989-02-07
Oya Koichi,3122.1353632882046,174,2024-08-22
Oyama Kunio,3156.3299451858493,84,2008-10-01
Oyama Toshiko,3106.01721942792,1,1938-12-04
Oyutbileg Tsendjav,3098.616028051683,1,2015-06-07
Ozaki Harumi,3078.372680511072,2,1977-02-17
Ozaki Kayoko,3096.982273914258,1,1964-01-01
Ozaki Minoru,3102.4940040539186,1,2021-07-25
Ozaki Suzuko,3097.83370763032,1,1961-01-01
Ozaki Tatsuro,3089.944921307202,1,2023-09-11
Ozawa Maya,3101,1,2002-03-17
Ozawa Toshiyuki,3103.2441880187785,1,1963-07-01
Ozeki Minoru,3212.7349338062313,42,2025-10-05
Pablo Morales,3098.2676390613974,1,2008-11-09
Pai Yee Chu,3102.762240759421,2,2000-06-22
Paisal Thunthadaluk,3099.617072699204,2,2009-05-29
Pal Balogh,3093.685656639588,9,2015-06-10
Pal Sannes,3092.9039325635495,8,2016-06-08
Pan Fei,3197.04896969772,62,2018-03-24
Pan Feng,3105.2482273640017,7,2008-02-26
Pan Langdong,3083.2753981448227,1,1929-07-08
Pan Tianxing,3097.772496800162,1,2019-06-18
Pan Tingyu,3064.736881085817,11,2023-11-21
Pan Wenjun,3062.350249382445,8,2023-03-23
Pan Xinwei,3130.1759322530047,5,2017-11-02
Pan Yang,3110.547808608337,106,2023-10-27
Pan Yang (1),3064.409187321711,64,2025-11-26
Pang Chengchua,3099.2469298292835,2,1982-03-20
Pang Fengyuan,3097.060558483762,2,1964-05-08
Pang Yan,3080.57273893638,9,2003-08-15
Park Changjin,3126.0223490026056,1,2019-04-19
Park Changmyeong,3226.2130351989827,30,2021-04-24
Park Cheonggeun,3158.1413645909115,38,2014-03-31
Park Cheongheon,3098.2460903642327,1,2018-09-09
Park Cheongsang,3344.9834205712295,376,2020-01-16
Park Cheongseok,3101.9971217765815,2,2013-10-15
Park Cheongseop,3098.6239719483174,1,2006-07-09
Park Cheongsoo,3075.6698187913257,11,2022-12-22
Park Chieun,3102.6645567364476,317,2025-11-06
Park Chumin,3111.765240962692,18,2020-01-23
Park Chunseok,3184.2352241624617,55,2019-11-09
Park Geunho,3354.801169144529,196,2024-05-20
Park Haejin,3099,1,2003-08-25
Park Hamin,3331.415536457671,175,2025-12-21
Park Heecheong,3095.807323605444,2,2018-09-09
Park Heonsik,3084.916782536008,1,1984-08-11
Park Hiu Jing,3086.4821810707967,2,2008-10-16
Park Hogil,3091.0615759979996,5,2000-06-22
Park Hyungjin,3099.333307688663,1,2007-05-19
Park Hyunsoo,3153.988856213653,86,2025-09-30
Park Jaekeun,3236.4597041492675,75,2025-07-27
Park Jaetong,3101.7625392774416,1,2018-02-21
Park Jaeung,3101,1,1998-12-05
Park Jihoon  Jr.,3094.042367935965,19,2012-01-12
Park Jihoon  Sr.,2976.0795867372894,27,2010-07-21
Park Jihyun,3304.726693440337,65,2025-12-18
Park Jimun,3098.170418434341,3,1986-04-13
Park Jinhwan,3098.099834303931,2,1962-12-20
Park Jinseok,3098.230545002698,1,1994-06-26
Park Jinsol,3384.6623085183505,253,2025-12-27
Park Jinyeol,3049.841801899382,12,2012-11-16
Park Jinyeong,3017.9750534736504,33,2025-07-28
Park Jiseon,3123.576528190026,1,2006-08-02
Park Jiyeon,3123.558581470788,181,2022-11-21
Park Jiyeong,3068.101870099582,4,2024-05-01
Park Jonghoon,3360.0573344384597,100,2025-04-20
Park Jongming,3101.367306003042,1,2013-10-15
Park Jonguk,3164.456212765916,14,2017-06-19
Park Jongweon,3098.614662591001,1,2006-10-20
Park Jongyeol,3017.773222781709,22,2011-09-22
Park Junghwan,3618.4216617416946,1264,2025-12-29
Park Kangsoo,3097.8977124968765,3,2000-10-08
Park Kihoon,3101,1,1998-08-23
Park Kwangho,3099,1,1993-12-19
Park Kyeongjun,3096.739619296219,1,2017-06-19
Park Kyuongkeun,3136.565084256897,46,2025-07-19
Park Lyunse,3101,1,1980-11-01
Park Minkyu,3492.6536329538767,227,2025-12-26
Park Munheung,3104.7480183739995,5,2004-06-20
Park Munkyo,3099,1,2010-08-31
Park Nyeongho,3104.858031942123,1,1981-03-16
Park Pinmun,3101,1,1970-11-27
Park Pyeongkyu,3034.5027971849436,58,2024-05-23
Park Sangcheol,3098.4074945227912,2,1988-07-03
Park Sangjin,3391.0723262286633,173,2025-12-21
Park Sangjun,3095.077637133426,1,2015-09-30
Park Sangnam,3083.5618500725345,1,1984-08-11
Park Sangton,2915.322946685162,31,2014-08-18
Park Seonchae,3101,1,1993-12-19
Park Seonghyeon,3096.0752920666732,1,2023-08-03
Park Seongkyeon,3103.318506161699,1,1994-10-30
Park Seongkyu,3096.4939416558805,2,2000-11-05
Park Seongkyun,3110.556836027993,21,2006-11-19
Park Seongsoo,3089.294365845112,11,2013-03-13
Park Seungcheol,3116.5959579471282,97,2024-07-15
Park Seunghwa,3243.070755401409,149,2024-03-22
Park Seunghyun,3161.1450989087616,73,2016-01-16
Park Seungkyun,3102.307554501203,2,2015-07-13
Park Seungmun,2984.936638637469,101,2025-10-29
Park Sinyeong,3097.2009612393294,4,2023-08-08
Park Siyeol,3213.81126442737,52,2020-03-20
Park Sohyeon,3020.4115372091055,17,2023-03-24
Park Soyul,3120.90890676105,71,2025-11-04
Park Suchang,3090.351072568245,2,2024-04-19
Park Suncheon,3096.220100662994,1,2001-01-14
Park Suyeon,3102.5880902787553,1,1997-11-17
Park Taehee,3086.167845267772,112,2025-11-09
Park Taesun,3105.6326863512686,4,1998-09-13
Park Taeyeong,3121.7279238796823,8,2017-11-03
Park Tojun,3099.469669974915,4,2002-03-15
Park Tongjoo,3087.0098114525063,15,2023-09-01
Park Tongkyun,3101.383971948317,1,1981-02-22
Park Yangmok,3094.332734091245,1,1992-01-05
Park Yeonghun,3314.5421406914043,1001,2025-10-25
Park Yeonglong,3246.970386207545,46,2022-05-20
Park Youngchan,2976.313378655222,74,2022-10-13
Park Youngjin,3092.6949106297548,6,2005-11-03
Park Yunseo,3092.325932484294,7,2018-06-11
Pascal Alejandro Nunez Mariot,3095.804892893532,1,2024-05-19
Patrice Gosteli,3080.80156558199,8,1987-05-13
Patrick Gruter,3103.362199052024,3,2006-05-30
Paul Anderson,3099,1,1964-12-01
Paul Edwards,3101.913672248806,1,2008-11-09
Paul Prescott,3099.6120561691737,2,1977-09-24
Paul Selick,3096.9357003312334,4,1982-03-20
Pavol Lisy,3045.3282537401237,44,2020-01-16
Pedro Carmona,3101,1,2015-06-07
Pei Teok-han,3094.629082049059,1,2011-01-24
Peng Chwan Ong,3100.7143050191344,3,1998-06-05
Peng Hongli,3098.6239719483174,1,2017-01-11
Peng Jinghua,2821.940536618108,139,2025-11-12
Peng Liyao,3425.8599892268553,590,2025-12-09
Peng Quan,3345.9998371592396,451,2023-03-07
Peng Shijia,3094.181048510407,5,1993-01-12
Peng Shikui,3101,1,1995-01-12
Peng Xiaofeng,3076.8225169274956,5,1998-07-15
Peng Zhili,3081.506946135566,1,2006-01-14
Peng Zunde,2858.9581394826287,58,2025-11-03
Per Kannengiesser,3083.9095899818844,1,2005-05-15
Per Marquardsen,3095.367071858567,4,2013-09-03
Per-Inge Olsson,3094.236488554351,2,1981-03-13
Peter Gaspari,3084.8556818665948,4,1981-03-12
Peter Jadron,3097.3796793139873,1,2014-07-08
Peter Karailiev,3101,1,2006-05-28
Peter Smolarik,3099,1,2024-05-21
Petr Cipra,3092.786601020061,3,1992-05-30
Petr Winkelhofer,3103.990491290369,9,1989-05-26
Philip Nicolet,3091.415721875762,2,1989-05-24
Piao Wenyao,3304.994761722835,462,2025-09-13
Pierre Aroutcheff,3101,1,1983-02-18
Pierre Colmez,3083.17017319703,8,2005-03-26
Pierre Paga,3099,1,2014-04-05
Piers Shepperson,3091.263596224379,6,1988-05-20
Pinyada Sornarra,3099,1,2021-03-24
Pitaya Jear,3094.1233018470493,4,1988-05-19
Pongsakarn Sornarra,3063.4874821245776,8,2024-11-12
Primo Garofalo,3100.235848860027,4,1988-05-20
Qi Lihe,3097.012376950646,5,2013-06-05
Qi Zenan,3074.64560157911,6,2025-10-21
Qi Zengju,3093.9579843054853,4,1964-05-08
Qian Fengzha,3109.06303806103,1,1997-07-05
Qian Liuru,3045.8026224609175,11,2025-05-11
Qian Yuping,3193.1416705575666,248,1996-11-24
Qiao Ran,3099,1,2015-06-04
Qiao Shiyao,3107.465606984297,6,2017-06-13
Qiao Zhijian,3239.9280481405967,43,2025-11-21
Qin Baoping,3103.1899101805716,2,1977-08-30
Qin Jialin,3094.388896938011,2,2019-09-25
Qin Jiyuan,3076.8432245203967,2,2024-06-06
Qin Shi,2999.106651397799,18,2012-10-19
Qin Siyue,3083.432357980413,8,2024-12-10
Qin Yuexin,3184.941850370746,88,2024-06-06
Qin Zhigan,3096.19907185108,1,2019-07-04
Qiu Chuande,3101,1,1993-01-11
Qiu Danyun,3002.2907875970905,12,2018-08-29
Qiu Jihong,2994.980900840085,34,1998-07-09
Qiu Jinbo,3106.0202054991964,10,2023-03-23
Qiu Jun,3417.9238030879064,630,2016-08-22
Qiu Liang,3099.3451790597455,3,1996-01-26
Qiu Qihang,3091.887927034256,1,2025-07-28
Qiu Xin,3105.170694635712,8,1977-08-24
Qiu Yumin,3103.8264160927615,1,1988-06-15
Qiu Yuran,3348.152557638713,44,2025-12-09
Qiu Zilin,3097.2971886764212,1,2023-11-12
Qu Ming,3060.3580127140667,5,2022-11-15
Quiynh Anhn Ha,3101,1,2021-03-24
Quynh Anh Ha,3069.4181537495356,3,2025-12-25
Rabin Raya,3099.23120097007,2,2009-05-28
Rade Petrovic,3086.5327681224544,10,1989-05-26
Radek Nechanicky,2979.621055328696,25,2011-05-31
Rafif Fitrah,3101,1,2015-06-08
Rafif Shidqi Fitrah,3092.800894166385,13,2024-11-02
Ralph Fox,3101,1,1963-10-02
Ralph Spiegl,3098.7209619019613,5,1997-06-10
Rao Ruiyong,3052.161212043146,21,2012-10-18
Raphael Shin,3097.0071530455784,10,2015-06-09
Ratchayud Phuwattechakon,3081.407450657993,1,2023-06-22
Ray Tomes,3093.1363369978076,6,1988-05-20
Reem Ben David,3101,1,2017-11-29
Renaud Patrick Gaban,3098.616028051683,1,2024-05-21
Ri Bongil,3088.362997378156,12,2008-10-16
Ri UngJin,3084.731432155804,1,2017-06-01
Ri Yo,3073.256411093991,12,2002-06-02
Ri Yongjin,3087.899983314373,2,2008-10-16
Ricardo Quintero Zazueta,3083.3058948072476,8,2006-05-30
Richard Bozulich,3099.6294040635808,2,1969-09-15
Richard Liang,3094.341783340335,1,2004-08-18
Rin Kaiho,2936.326507629306,1605,2025-04-03
Rin Kanketsu,3269.4065588491644,284,2025-11-03
Rin Mutsumi,3094.286696899685,5,2018-03-11
Rin Shien,3198.921400339582,149,2024-10-17
Rin Yoshimi,3097.8368567169787,1,1999-03-12
Rit Bencharit,3082.8237425699567,5,2015-06-10
Rita Pocsai,3011.228430379614,10,2023-06-09
Ro Chin-a,3028.444698173141,4,2008-10-15
Rob van Zeijst,3056.0545212916795,29,2023-06-22
Robert Gillooly,3099.9971217765815,2,1955-11-07
Robert Jasiek,3044.298269176163,8,2014-08-02
Robert Mateescu,3085.070091218997,6,2000-12-10
Robert Rehm,3081.843075576754,6,1988-09-18
Robert Ryder,3095.2221982699953,2,1963-10-02
Roberto Alaluf,3101.9971217765815,2,1983-02-16
Roberto Morrison,3099,1,2008-11-09
Rogelio Rojas Castellanos,3101.3760280516826,1,1998-06-05
Ron Lavi,3093.9665330293,1,2008-10-04
Ron Snyder,3080.1666779057155,7,2006-08-13
Ronald Schlemper,3036.8786854810105,30,1995-05-24
Rong Jianxing,3082.0897722131904,8,1995-03-06
Rong Yi,3394.459180703424,153,2025-09-19
Ruan Yunsheng,3063.7227735403517,154,2002-04-08
Rudi Verhagen,3077.742045317239,2,2007-07-15
Rudolf Petersen,3098.614502948844,1,2015-06-08
Rui Naiwei,3112.850620843155,910,2025-12-11
Ruslan Dmitriev,3097.7427982661,1,2005-05-26
Ruslan Saifullin,3072.3745223455926,3,2004-03-05
Ryan Li,3088.499154803222,13,2024-04-24
Ryu Jaehyung,3203.387870904838,116,2013-10-29
Ryu Minhyung,3313.0618774961004,118,2025-12-19
Ryu Shikun,3205.0230759307187,792,2025-08-07
Ryu Sinhwan,3099.2670411443237,1,2007-12-01
Ryu Suhang,3324.623608748922,97,2020-05-07
S. Jakubec,3099,1,1995-05-25
S. L. Sanchez,3099,1,2011-06-02
S. Mualim,3101,1,2011-06-01
Sabuichi Kaname,3100.599123356162,3,2003-09-01
Sabuichi Osamu,3099,1,1993-07-01
Sada Atsushi,3349.489561338028,295,2025-12-25
Saeki Kazuyuki,3104.49560271852,7,1990-12-04
Saigo Kumao,3099,1,1980-10-12
Saigusa Kaoru,3101,1,1930-11-23
Saijo Masataka,2931.614606958791,32,2000-12-11
Saito Akiyoshi,3101,1,1972-06-11
Saito Hidetsugu,3099.62,2,1980-10-12
Saito Hiroshi,3102.3845617513807,2,1980-10-12
Saito Kazuhiro,3099,1,1971-08-01
Saito Kazuyuki,3099.6043078369044,4,1991-02-12
Saito Kentoku,3105.2385493770116,1,1912-01-08
Saito Masaki,3101,1,2011-08-01
Saito Masanobu,3099,1,1988-10-01
Saito Matsuko,3101,1,1961-04-18
Saito Momoyo,3099,1,2004-07-28
Saito Shinji,3101.75809077081,1,1989-06-11
Saito Shiro,3102.372067545291,2,1979-10-07
Saito Sugitaro,3099,1,1991-07-30
Saito Tadashi,3073.044646341842,21,2024-09-25
Saito Yuriko,3099,1,1973-08-02
Saiyama Takatora,3081.197514035033,1,2025-08-24
Sakaguchi Hitoshi,3095.0451155999,7,2004-09-03
Sakaguchi Ryuzo,2987.485626996927,47,2017-03-09
Sakaguchi Shunsuke,3098.61453450118,1,2009-08-05
