Country,Competition,CompetitionType,Tier,League,Season,Date,Home,Away,Result,Score,Source
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-08-31,Esbjerg fB,AC Horsens,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-08-31,SønderjyskE,Aalborg BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-01,FC Midtjylland,Vejle BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-13,Aalborg BK,Aarhus GF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-14,AC Horsens,Randers FC,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-14,FC Midtjylland,Esbjerg fB,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-14,Vejle BK,Brøndby IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-15,Odense BK,SønderjyskE,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-20,AC Horsens,Odense BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-21,Aarhus GF,SønderjyskE,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-21,FC København,Aalborg BK,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-21,FC Nordsjælland,Vejle BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-21,Randers FC,FC Midtjylland,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-22,Brøndby IF,Esbjerg fB,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-09-24,FC København,FC Nordsjælland,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-04,Aalborg BK,AC Horsens,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-05,Esbjerg fB,Aarhus GF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-05,FC Midtjylland,FC Nordsjælland,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-05,Odense BK,Brøndby IF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-05,SønderjyskE,Randers FC,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-06,Vejle BK,FC København,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-18,AC Horsens,FC København,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-18,Aalborg BK,FC Nordsjælland,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-19,Odense BK,Esbjerg fB,1-0,4-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-19,Randers FC,Vejle BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-19,SønderjyskE,Brøndby IF,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-20,FC Midtjylland,Aarhus GF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-25,Aarhus GF,Vejle BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-26,Brøndby IF,FC Midtjylland,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-26,FC København,Odense BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-26,FC Nordsjælland,AC Horsens,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-26,Randers FC,Aalborg BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-10-27,Esbjerg fB,SønderjyskE,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-01,Odense BK,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-02,Aarhus GF,FC Midtjylland,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-02,FC Nordsjælland,Esbjerg fB,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-02,SønderjyskE,Randers FC,0-1,1-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-02,Vejle BK,FC København,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-03,Brøndby IF,AC Horsens,1-0,4-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-08,Esbjerg fB,Odense BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-09,AC Horsens,Aarhus GF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-09,Aalborg BK,Brøndby IF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-09,FC København,SønderjyskE,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-09,Randers FC,FC Nordsjælland,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-10,FC Midtjylland,Vejle BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-15,Aarhus GF,SønderjyskE,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-15,Brøndby IF,FC Nordsjælland,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-16,AC Horsens,Randers FC,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-16,Aalborg BK,Esbjerg fB,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-16,FC Midtjylland,FC København,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-16,Odense BK,Vejle BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-22,SønderjyskE,Brøndby IF,0-1,0-6,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-22,Vejle BK,Aalborg BK,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-23,Esbjerg fB,AC Horsens,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-23,FC København,Aarhus GF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-23,FC Nordsjælland,Odense BK,0-1,1-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-24,Randers FC,FC Midtjylland,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-29,Brøndby IF,Vejle BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-30,AC Horsens,SønderjyskE,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-30,Aalborg BK,FC København,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-30,Esbjerg fB,Randers FC,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-11-30,FC Midtjylland,FC Nordsjælland,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-12-01,Aarhus GF,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-12-06,Odense BK,Brøndby IF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-12-07,FC København,AC Horsens,1-0,5-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-12-07,Randers FC,Aalborg BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-12-07,SønderjyskE,FC Midtjylland,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-12-07,Vejle BK,Esbjerg fB,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2008-12-08,FC Nordsjælland,Aarhus GF,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-02-28,FC Midtjylland,Esbjerg fB,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-01,AC Horsens,Aalborg BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-01,Aarhus GF,Randers FC,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-01,Odense BK,SønderjyskE,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-01,Vejle BK,FC Nordsjælland,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-02,Brøndby IF,FC København,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-07,Randers FC,FC København,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-08,AC Horsens,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-08,Aalborg BK,FC Nordsjælland,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-08,Esbjerg fB,SønderjyskE,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-08,FC Midtjylland,Brøndby IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-09,Aarhus GF,Vejle BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-14,Odense BK,FC Midtjylland,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-15,Brøndby IF,Aarhus GF,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-15,FC København,Esbjerg fB,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-15,FC Nordsjælland,AC Horsens,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-15,SønderjyskE,Aalborg BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-16,Vejle BK,Randers FC,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-21,Randers FC,Brøndby IF,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-22,AC Horsens,Vejle BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-22,Esbjerg fB,Aarhus GF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-22,FC København,Odense BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-22,SønderjyskE,FC Nordsjælland,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-03-23,Aalborg BK,FC Midtjylland,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-04,FC Nordsjælland,FC København,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-05,Aarhus GF,Aalborg BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-05,Brøndby IF,Esbjerg fB,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-05,FC Midtjylland,AC Horsens,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-05,Vejle BK,SønderjyskE,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-06,Odense BK,Randers FC,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-08,SønderjyskE,FC København,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-09,Aarhus GF,AC Horsens,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-09,Brøndby IF,Aalborg BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-09,Odense BK,Esbjerg fB,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-10,FC Nordsjælland,Randers FC,1-0,6-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-10,Vejle BK,FC Midtjylland,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-12,AC Horsens,Brøndby IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-12,Aalborg BK,Odense BK,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-13,FC København,Vejle BK,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-13,FC Midtjylland,Aarhus GF,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-13,Randers FC,SønderjyskE,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-14,Esbjerg fB,FC Nordsjælland,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-18,Brøndby IF,SønderjyskE,1-0,5-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-19,AC Horsens,Esbjerg fB,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-19,Aarhus GF,FC København,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-19,FC Midtjylland,Randers FC,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-19,Odense BK,FC Nordsjælland,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-20,Aalborg BK,Vejle BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-22,FC København,FC Midtjylland,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-22,Randers FC,AC Horsens,1-0,5-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-22,SønderjyskE,Aarhus GF,0-1,0-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-23,Esbjerg fB,Aalborg BK,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-23,FC Nordsjælland,Brøndby IF,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-23,Vejle BK,Odense BK,0-1,0-5,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-25,AC Horsens,FC København,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-26,Aalborg BK,Randers FC,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-26,Aarhus GF,FC Nordsjælland,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-26,Brøndby IF,Odense BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-26,Esbjerg fB,Vejle BK,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-04-27,FC Midtjylland,SønderjyskE,0-1,2-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-02,Vejle BK,Brøndby IF,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-03,FC København,Aalborg BK,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-03,FC Nordsjælland,FC Midtjylland,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-03,Randers FC,Esbjerg fB,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-03,SønderjyskE,AC Horsens,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-04,Odense BK,Aarhus GF,1-0,6-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-08,AC Horsens,FC Midtjylland,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-09,FC København,FC Nordsjælland,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-10,Esbjerg fB,Brøndby IF,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-10,Randers FC,Odense BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-10,SønderjyskE,Vejle BK,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-11,Aalborg BK,Aarhus GF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-13,FC Nordsjælland,SønderjyskE,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-13,Odense BK,FC København,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-13,Vejle BK,AC Horsens,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-14,Aarhus GF,Esbjerg fB,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-14,Brøndby IF,Randers FC,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-14,FC Midtjylland,Aalborg BK,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-16,SønderjyskE,Odense BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-17,Aalborg BK,AC Horsens,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-17,Esbjerg fB,FC Midtjylland,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-17,FC København,Brøndby IF,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-17,Randers FC,Aarhus GF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-18,FC Nordsjælland,Vejle BK,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-24,AC Horsens,FC Nordsjælland,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-24,Aalborg BK,SønderjyskE,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-24,Aarhus GF,Brøndby IF,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-24,Esbjerg fB,FC København,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-24,FC Midtjylland,Odense BK,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-24,Randers FC,Vejle BK,1-0,3-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-31,Brøndby IF,FC Midtjylland,0-1,2-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-31,FC København,Randers FC,0.5-0.5,3-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-31,FC Nordsjælland,Aalborg BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-31,Odense BK,AC Horsens,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-31,SønderjyskE,Esbjerg fB,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2008/09,2009-05-31,Vejle BK,Aarhus GF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-18,FC Midtjylland,Esbjerg fB,0.5-0.5,0-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-18,FC Nordsjælland,FC København,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-19,Brøndby IF,Odense BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-19,HB Køge,Silkeborg IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-19,SønderjyskE,Randers FC,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-20,Aarhus GF,Aalborg BK,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-25,FC København,HB Køge,1-0,7-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-25,Odense BK,SønderjyskE,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-26,Esbjerg fB,Brøndby IF,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-26,Silkeborg IF,FC Midtjylland,1-0,4-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-07-27,Randers FC,Aarhus GF,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-01,FC København,Silkeborg IF,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-01,SønderjyskE,Esbjerg fB,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-02,Brøndby IF,FC Midtjylland,1-0,3-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-02,FC Nordsjælland,Randers FC,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-02,HB Køge,Aalborg BK,0-1,0-5,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-03,Aarhus GF,Odense BK,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-08,FC Nordsjælland,Silkeborg IF,1-0,3-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-09,Aarhus GF,HB Køge,1-0,2-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-09,Brøndby IF,Aalborg BK,0-1,0-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-09,Esbjerg fB,Odense BK,0-1,1-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-09,FC Midtjylland,Randers FC,1-0,4-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-09,SønderjyskE,FC København,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-15,Aalborg BK,SønderjyskE,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-15,FC København,Aarhus GF,0-1,0-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-16,HB Køge,FC Nordsjælland,0.5-0.5,1-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-16,Randers FC,Brøndby IF,0-1,1-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-16,Silkeborg IF,Esbjerg fB,0-1,2-3,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-17,Odense BK,FC Midtjylland,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-19,Aalborg BK,FC Nordsjælland,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-22,Aarhus GF,Silkeborg IF,0.5-0.5,2-2,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-22,FC Midtjylland,FC København,0-1,1-4,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-23,Brøndby IF,HB Køge,1-0,6-1,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-23,Esbjerg fB,Aalborg BK,1-0,2-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-23,SønderjyskE,FC Nordsjælland,1-0,1-0,weltfussball_manual
Denmark,danish_superliga,league,1,Danish Superliga,2009/10,2009-08-24,Odense BK,Randers FC,1-0,1-0,weltfussball_manual
