Country,Year,Teams,MeanElo,MedianElo,P90,Top6Average
Germany,1986,20,2727.6,2726.2,2832.6,2833.4
Germany,1987,20,2728.9,2714.4,2860,2841
Germany,1988,20,2730,2720.5,2842.6,2836.1
Germany,1989,20,2729.5,2708.1,2811.5,2812.8
Germany,1990,20,2731,2716.3,2810.5,2812.7
Czechia,1993,16,2442.3,2442,2542.3,2517.5
Czechia,1994,18,2435.2,2456.2,2545.4,2528.3
Czechia,1995,18,2448,2475.9,2544.8,2541.4
Czechia,1996,19,2452.9,2462.4,2533.9,2547.6
Czechia,1997,18,2458.9,2459.8,2561,2562.6
Czechia,1998,18,2468.3,2467.6,2574.8,2564.1
Czechia,1999,18,2470.3,2455.7,2555.4,2556
Czechia,2000,19,2466,2458.8,2540.2,2555.1
Czechia,2001,18,2466.4,2447.7,2565.8,2568.8
Czechia,2002,18,2466.9,2445.5,2579.6,2569
Czechia,2004,19,2468.4,2460.4,2565.7,2564.9
Czechia,2005,19,2464.4,2464.7,2566.3,2552.7
Czechia,2013,18,2492.8,2466.6,2646.6,2611.2
Czechia,2014,18,2494,2470.4,2604.2,2600.9
Austria,1952,14,2508.7,2475.6,2667.3,2627.2
Austria,1953,17,2513.3,2484.4,2698.3,2649.5
Austria,1954,17,2530.3,2484.6,2671.2,2653.4
Austria,1955,16,2540.1,2526.4,2697.3,2670.2
Austria,1956,16,2547.9,2494.6,2728.6,2681.2
Austria,1957,16,2552.4,2527.8,2675.3,2669.2
Austria,1958,14,2573.9,2544.4,2696.3,2670.8
Austria,1959,14,2576.9,2547.5,2714.7,2676.3
Austria,1960,17,2562.5,2540.2,2690.7,2673.5
Austria,1961,17,2551.7,2548.3,2691.8,2663.9
Austria,1962,17,2561.3,2560.4,2673.9,2667.4
Austria,1963,17,2569.2,2571.7,2702.6,2671.7
Austria,1964,17,2570.3,2547.9,2704.5,2681.3
Austria,1965,17,2576.3,2532.1,2707.6,2691.6
Austria,1966,17,2569.7,2575.7,2694.3,2683
Austria,1970,16,2573.4,2566.5,2673.9,2668.5
Austria,1971,16,2573.4,2583,2695,2673.3
Austria,1973,17,2571.4,2553.6,2708.4,2674.2
Austria,1974,19,2567.1,2551.5,2696.1,2658.7
Austria,1982,16,2567.3,2583.3,2672.8,2653.4
Austria,1983,18,2551.2,2573.1,2684,2667.5
Germany,1963,16,2683.8,2695.8,2733.8,2740.6
Germany,1964,18,2679.8,2681,2739.6,2746
Germany,1965,19,2685.3,2680.7,2806.2,2783.9
Germany,1966,20,2683.1,2694.3,2763.2,2760.2
Germany,1967,20,2695.6,2705.3,2755.8,2762
Germany,1968,20,2698.9,2713.7,2747.9,2752.5
Germany,1969,20,2704.3,2706.7,2761.7,2758.5
Germany,1970,20,2700.8,2684,2781.5,2780.7
Germany,1977,21,2706.8,2714.7,2787.8,2778.4
Germany,1978,21,2710,2702,2791,2790.7
Germany,1979,21,2716.7,2714.9,2812.7,2802.5
Germany,1980,21,2718.2,2700.1,2815.6,2817
Germany,1981,21,2713.9,2685.5,2801.6,2819.3
Germany,1994,21,2736,2737,2833.9,2836.3
Germany,1995,21,2738.4,2741.7,2799.6,2824.3
Germany,1996,21,2742.9,2729.5,2794.9,2817.6
Germany,1997,21,2741.7,2732.2,2843.6,2832.2
Germany,1998,21,2746.5,2728.1,2858.1,2833.6
Germany,1999,21,2742.3,2745,2818.8,2834.5
Germany,2000,21,2742.2,2729.5,2798.7,2825.3
Germany,2001,21,2743.4,2742.7,2852.9,2846.2
Germany,2002,21,2738.3,2711,2834.5,2847
Germany,2003,21,2742.2,2718.1,2848.5,2843.5
Germany,2004,21,2744,2723.4,2849.8,2844.8
Czechia,2003,18,2465,2467.8,2569.1,2553.5
Switzerland,1933,34,2520.9,2513.5,2634,2654.9
Switzerland,1945,14,2575.7,2545.3,2688.8,2660.4
Switzerland,1946,16,2577.1,2577.5,2679,2652.8
Switzerland,1947,16,2577.1,2570.8,2647.2,2640.3
Switzerland,1948,16,2572.3,2565.9,2655.6,2639.5
Switzerland,1949,16,2576.1,2575.9,2638.5,2631.2
Switzerland,1950,16,2570.7,2581.9,2643.5,2632.4
Switzerland,1951,16,2575.1,2588.5,2646.8,2634
Switzerland,1952,17,2566.7,2584.5,2651.3,2641.5
Switzerland,1953,14,2583.5,2593.4,2667.5,2647.8
Switzerland,1955,16,2570,2569.8,2677.1,2649.4
Switzerland,1956,17,2556.2,2574.5,2692.9,2662.5
Switzerland,1957,19,2551,2536.3,2707.3,2687.8
Switzerland,1958,16,2567.9,2558.5,2677.2,2660.3
Switzerland,1959,14,2583.3,2574.8,2669.9,2653.4
Switzerland,1960,17,2555.5,2546.5,2633.8,2639.6
Switzerland,1964,16,2565.1,2562.5,2685.6,2660.4
Switzerland,1965,16,2573.2,2560.4,2685.9,2654.4
Switzerland,1967,16,2576.9,2593.2,2645.8,2644.5
Switzerland,1968,14,2589.4,2581.8,2673.8,2649.6
Switzerland,1970,14,2579.9,2571.2,2673.9,2657.5
Switzerland,1975,16,2581.5,2580,2692.9,2694.1
Switzerland,1976,12,2624,2631.4,2734.8,2707.2
Switzerland,1977,12,2624,2645.5,2759.7,2713.5
Switzerland,1980,14,2599.7,2598.5,2732.4,2693.3
Switzerland,1981,17,2570.8,2553.7,2732.2,2703.2
Switzerland,1982,18,2565.1,2557,2744.7,2713
Switzerland,1983,16,2579.9,2580.1,2743.4,2707.3
Switzerland,1987,14,2613.9,2627.9,2726.9,2692.7
Switzerland,1988,12,2623.9,2629.7,2699.8,2672.1
Switzerland,1992,24,2541.7,2543.9,2668.5,2666.9
Switzerland,2000,16,2605.8,2622.5,2708.3,2700.1
Switzerland,2001,16,2604.2,2606.8,2731.5,2712.6
Switzerland,2008,12,2606.7,2577.6,2760.9,2694.1
Switzerland,2009,12,2623,2616.2,2757.9,2706.3
Switzerland,2010,11,2624.8,2626.5,2724.8,2692
Switzerland,2011,12,2635.4,2625.4,2705.4,2701.4
Italy,1929,18,2683.3,2690.6,2755.7,2756.8
Italy,1930,20,2674.1,2666.4,2778.7,2778.4
Italy,1931,20,2682,2662.7,2786,2795.7
Italy,1932,20,2691.1,2662.9,2790.6,2788.6
Italy,1933,20,2690.1,2678.7,2786,2785.2
Italy,1934,18,2700.2,2670.4,2812.9,2804.2
Italy,1935,16,2707.8,2686.3,2804.1,2799.8
Italy,1936,18,2702.1,2686.5,2793.1,2782.9
Italy,1937,19,2710.4,2709.6,2790.7,2791.3
Italy,1938,18,2713.3,2714.9,2798.7,2793.9
Italy,1939,18,2717.8,2706.3,2788.5,2788.3
Italy,1940,18,2714.9,2690.1,2817.6,2793.4
Italy,1941,18,2714.9,2722.4,2752.8,2755.5
Italy,1942,18,2714,2722.9,2777.5,2772
Italy,1943,16,2721.8,2719.2,2780.5,2775.7
Italy,1946,20,2702.6,2688.2,2764.9,2780.8
Italy,1947,23,2694.2,2678.7,2792.9,2786.6
Italy,1948,24,2693,2677.6,2757,2774.1
Italy,1949,22,2701.5,2682.4,2836.8,2812.4
Italy,1950,22,2704.4,2687.4,2857.3,2817
Italy,1951,22,2705.3,2694.1,2845,2808.9
Italy,1952,21,2708.3,2691.4,2874.5,2817.9
Italy,1953,20,2711.6,2697.3,2831.9,2812
Italy,1954,20,2714.8,2701.2,2843.4,2813.2
Italy,1955,20,2714.4,2704.1,2784.8,2788.2
Italy,1956,20,2712.5,2705.8,2786.6,2789
Italy,1957,20,2718.2,2723.7,2774.9,2772.3
Italy,1958,20,2719.2,2724.2,2805.7,2790.2
Italy,1959,20,2717.9,2707.1,2836.7,2800.7
Italy,1960,21,2718.1,2703.2,2818.8,2812.2
Italy,1961,21,2716.6,2709.9,2843.5,2819.4
Italy,1962,21,2714.6,2701.6,2818.6,2820.6
Italy,1963,21,2716.5,2686.2,2844.5,2828
Italy,1964,21,2724.4,2701.2,2850,2841
Italy,1965,21,2723.1,2698.5,2795.6,2830.1
Italy,1966,21,2719.7,2704.2,2830.4,2835.2
Italy,1967,20,2723.5,2709.5,2829,2827.2
Italy,1968,19,2732,2691.2,2824.8,2831.3
Italy,1969,19,2732.3,2707.9,2843.1,2832.8
Italy,1970,19,2733.8,2699.1,2863.1,2837.5
Italy,1971,19,2734,2714.4,2869.2,2839.8
Italy,1972,19,2732.2,2722.6,2868.4,2837.2
Italy,1973,19,2740.1,2721.2,2859.1,2843.8
Italy,1974,19,2740,2732.1,2834.4,2838.1
Italy,1975,19,2746.6,2749.5,2848.6,2843.4
Italy,1976,19,2750.5,2740,2857.1,2850
Italy,1977,19,2744.7,2733,2835.1,2841.3
Italy,1978,19,2748.7,2726.8,2862.3,2845
Italy,1979,19,2744.3,2740.3,2843,2824.7
Italy,1980,19,2736,2733.5,2841.8,2817.5
Italy,1981,19,2738.2,2728.2,2839.9,2830.2
Italy,1982,19,2740.2,2718.5,2833.5,2820.1
Italy,1983,19,2740.4,2743.9,2831.2,2827.9
Italy,1984,19,2734.6,2723.2,2856.9,2833.5
Italy,1985,19,2732.5,2717.7,2829,2832
Italy,1986,19,2742.8,2740.9,2850.3,2833.6
Italy,1987,19,2742.5,2707.8,2838.5,2838.7
Italy,1988,20,2734.1,2714.1,2858,2847
Italy,1989,22,2721.3,2696.2,2862.4,2842.6
Italy,1990,22,2728.7,2702.3,2850.1,2846.1
Italy,1991,18,2747.9,2758.1,2869.9,2839.5
Italy,1992,18,2751.6,2760.1,2847.4,2823.6
Italy,1993,22,2734.1,2720.1,2834.1,2842.6
Italy,1994,22,2742.6,2740.6,2855.3,2847.4
Italy,1995,22,2750.1,2743.7,2853.2,2851.3
Italy,1996,22,2750.6,2719.4,2834.4,2851.4
Italy,1997,22,2743.4,2723,2879.2,2865.6
Italy,1998,22,2742.2,2726.7,2863.7,2857.3
Italy,1999,22,2745.6,2729.7,2867.3,2861.4
Italy,2000,22,2739.6,2727.9,2865.4,2864.7
Italy,2001,22,2747.1,2723.8,2887.5,2874.8
Italy,2002,22,2745.5,2711.2,2901.1,2891.8
Italy,2003,22,2748.2,2725.5,2894.2,2892.5
Italy,2004,24,2736.3,2715.3,2856.1,2872.8
Italy,2005,23,2738.4,2709,2893.4,2863.7
Italy,2006,23,2730.3,2691,2895.5,2887.9
Italy,2007,23,2739.2,2699.4,2879.4,2888.7
Italy,2008,23,2745.3,2725.6,2861.8,2878.2
Italy,2009,23,2742.4,2725.4,2872.9,2865.7
Italy,2010,23,2742.5,2722,2878.2,2859.6
Italy,2011,23,2746.3,2731.9,2861.6,2872.9
Italy,2012,23,2743.9,2729.2,2855.2,2867.8
Italy,2013,21,2755.9,2732.8,2885.6,2887.5
Italy,2014,20,2776.1,2756.9,2888,2886.1
Italy,2015,21,2782.8,2749.9,2892.3,2904.3
Italy,2016,20,2788.5,2765.4,2942.5,2919.4
Italy,2017,20,2799.7,2775.9,2976,2956.3
Italy,2018,20,2808.3,2794.2,2942.4,2954.3
Italy,2019,20,2803.4,2768.8,2924.2,2941
Italy,2020,20,2818.1,2761.8,2983.4,2964.5
Italy,2021,20,2820.2,2782.2,2965,2966.8
Italy,2022,20,2819.3,2798.2,2996,2966.5
Italy,2023,20,2835.6,2806.6,2962.8,2960.4
Italy,2024,20,2844.5,2810.1,2991.1,2995.5
Italy,2025,20,2843.6,2801.5,2968.1,2974.3
Italy,2026,20,2841.1,2819.9,2947.1,2960.3
Spain,1979,21,2784.7,2775.8,2869.3,2864
Spain,1980,21,2788.6,2789.1,2882.8,2878.3
Spain,1981,21,2790.7,2786.7,2903.9,2887.1
Netherlands,1957,18,2585.7,2600,2656.9,2644.5
Netherlands,1958,20,2580.7,2577.5,2659.1,2666
Netherlands,1959,20,2579.4,2584.6,2653.5,2655
Netherlands,1960,21,2582,2596.7,2670.4,2677.3
Netherlands,1961,21,2586.4,2580,2653.7,2682.2
Netherlands,1962,19,2598.8,2588.9,2689.3,2678.1
Netherlands,1963,18,2602.6,2604.3,2712.9,2684.8
Netherlands,1964,18,2601.9,2589.3,2707,2685.8
Netherlands,1965,20,2600.5,2588.7,2690.2,2681.8
Netherlands,1966,19,2598.9,2588.1,2716.6,2710.2
Netherlands,1967,20,2597.7,2566.2,2744,2723.6
Netherlands,1968,21,2594.9,2561.8,2706.5,2732.3
Netherlands,1969,20,2592.5,2566.3,2728.1,2735
Netherlands,1970,21,2597.1,2546.2,2733,2766.4
Netherlands,1971,21,2605.6,2559.2,2751.5,2781.1
Netherlands,1972,21,2610.8,2591.4,2765.4,2790.4
Netherlands,1973,20,2621.2,2583.3,2833.5,2803.8
Netherlands,1974,20,2625.3,2592,2818.1,2782.1
Netherlands,1975,18,2635.5,2586.3,2825.9,2770.6
Netherlands,1977,18,2632.6,2575.1,2811.9,2768.6
Netherlands,1978,20,2627.3,2599.1,2733.7,2747.9
Netherlands,1979,18,2635.5,2602.7,2793.3,2750.7
Netherlands,1981,18,2631,2607.2,2782.5,2751.7
Netherlands,1982,21,2612.9,2570.9,2757.4,2744.9
Netherlands,1986,21,2621.9,2599.6,2734.5,2757
Netherlands,1987,21,2615.6,2613.2,2738.3,2747.2
Netherlands,1988,22,2618.9,2602.4,2705.1,2741.9
Netherlands,1989,21,2624.7,2610.9,2706.1,2728.2
Netherlands,1990,20,2624.4,2623.3,2703.4,2726.1
Netherlands,1991,21,2610.7,2582.3,2712,2744.3
Netherlands,1992,21,2615.8,2598.3,2739.2,2750.7
Netherlands,2003,20,2634.4,2634.1,2813.5,2773.9
Netherlands,2004,20,2637.3,2624,2809.6,2787.9
Netherlands,2005,20,2631.8,2636.2,2806.1,2780.8
Netherlands,2006,19,2641.2,2625.8,2793.7,2797.3
Netherlands,2007,20,2635.3,2626.8,2780.7,2779.3
Netherlands,2008,20,2633,2619.1,2801.3,2779.2
Netherlands,2009,20,2635.2,2614.2,2825.8,2784.1
Netherlands,2010,20,2634,2636.3,2852,2787.2
Netherlands,2011,19,2640.3,2634.9,2839.3,2784.2
Netherlands,2012,20,2637.5,2609.2,2795.6,2783
Netherlands,2013,20,2637.5,2609.7,2776.9,2771.4
Netherlands,2014,21,2628.1,2612.7,2815.8,2762.7
Netherlands,2015,21,2623.9,2617.2,2771.6,2755.8
Netherlands,2016,20,2629.7,2614.7,2797,2770
Netherlands,2017,20,2630.3,2600.5,2797,2783.1
Netherlands,2018,21,2626,2571.5,2804.6,2795.8
Netherlands,2019,21,2627,2583.2,2776.9,2781.6
Netherlands,2020,18,2643,2605.9,2802.2,2774.5
Netherlands,2021,21,2630.6,2588,2812.1,2813.9
Greece,1987,16,2455.6,2452.2,2552.1,2533.5
Greece,1988,20,2449.7,2423.7,2557,2546.2
Greece,1989,19,2447.4,2418.1,2575.8,2554.3
Greece,1990,21,2443.6,2421.6,2575.3,2550.5
Greece,1991,21,2447.9,2412.7,2582.3,2551.5
Greece,1992,21,2448.2,2417.5,2621.1,2569.9
Greece,1993,18,2458.3,2410.3,2622.1,2576.8
Greece,1994,18,2474.2,2434.1,2605.1,2594.2
Greece,1995,21,2470.6,2471.9,2649.8,2605.7
Greece,1996,21,2472.2,2448.8,2641.9,2598.6
Greece,1997,21,2470.9,2443.4,2670.7,2636.2
Greece,1998,21,2483.6,2451,2683.1,2638.3
Greece,1999,22,2478.4,2431,2657.1,2656.4
Greece,2000,20,2491.8,2455.9,2664.1,2656.2
Greece,2001,18,2515.1,2474.6,2713,2656.8
Greece,2002,17,2523.3,2498.9,2703,2660.9
Greece,2003,18,2525,2512,2737.2,2683.6
Greece,2004,19,2525,2492.1,2729.2,2679.2
Greece,2005,20,2524,2510.7,2756.5,2678.8
Greece,2006,19,2523.9,2502.2,2753.4,2668.5
Greece,2007,19,2528.7,2518.9,2716.8,2654.7
Greece,2008,19,2522.9,2517.3,2705.5,2661.9
Greece,2009,19,2522.1,2499.1,2682.9,2670.9
Greece,2010,19,2523.9,2500.2,2670.9,2649
Greece,2011,21,2520.8,2507,2665.6,2657.1
Greece,2012,19,2511.3,2483.7,2657.4,2639.5
Greece,2013,20,2511.8,2465.2,2629.3,2652.4
Greece,2015,20,2509.2,2505.1,2633.5,2633.5
Greece,2016,18,2534.5,2518.9,2641.5,2644.9
Greece,2017,18,2537.7,2510.4,2690.9,2654
Greece,2018,20,2534.6,2490.3,2694.9,2677.1
Greece,2019,17,2544.2,2521.1,2720.9,2676.8
Greece,2020,16,2547.3,2485.7,2734.5,2684
Greece,2021,14,2556.8,2508,2712,2681.8
Greece,2023,14,2554.4,2513.2,2730.5,2681.5
Greece,2024,16,2540.7,2490.3,2729.3,2679.8
Greece,2025,16,2550.2,2497.6,2753,2703.2
Portugal,2024,21,2623.6,2584.8,2906.1,2805.7
Portugal,2025,20,2628.3,2597,2892.6,2809.8
Portugal,2026,18,2645.4,2592.7,2905.8,2816
Netherlands,1983,21,2612.2,2610.7,2820.9,2746.1
Netherlands,1984,21,2612.7,2601.5,2840.5,2754.5
Netherlands,1985,21,2621.4,2623.1,2806.6,2755
Netherlands,1996,19,2631.7,2597.3,2801.3,2767.1
Netherlands,1997,19,2635.1,2609.2,2774.8,2759.6
Netherlands,1998,20,2628.5,2598.7,2790.9,2762.5
Netherlands,1999,19,2635.5,2592.6,2790.3,2764.5
Netherlands,2000,21,2625.6,2606,2774.1,2766.1
Netherlands,2001,19,2637.9,2651.9,2759.3,2752.3
Netherlands,2002,21,2627.6,2649.2,2760.6,2756.7
Netherlands,2022,21,2634.3,2583.1,2842.1,2807.1
Netherlands,2023,21,2629.9,2577.5,2797.4,2809.9
Netherlands,2024,21,2631.7,2596.3,2803.9,2825
Netherlands,2025,21,2630,2600.9,2759.1,2783.5
Netherlands,2026,18,2649.7,2619.7,2765.4,2777.8
Switzerland,1924,27,2519.6,2530.4,2611.6,2613
Switzerland,1925,27,2516.1,2528.8,2598.1,2605.2
Switzerland,1930,29,2519.5,2532.7,2610.9,2616.3
Switzerland,1931,33,2510.9,2517.2,2612.3,2629.5
Switzerland,1932,18,2569.2,2571.4,2639.3,2638.9
Switzerland,1936,15,2571.5,2543.9,2671.5,2653.2
Switzerland,1984,16,2589.1,2584.9,2721.7,2699.4
Switzerland,1985,16,2586.8,2611.9,2705.2,2692.5
Switzerland,1991,12,2623.3,2641.9,2678.7,2675.3
Switzerland,1993,24,2554.9,2557.9,2680.5,2681.2
Switzerland,1994,16,2611.1,2623.4,2693.9,2688.2
Switzerland,1995,12,2652.8,2644.9,2721.5,2701.9
Switzerland,1996,12,2652.8,2628.5,2766.1,2714.5
Switzerland,1997,12,2645.6,2654.5,2729,2715.2
Switzerland,1998,12,2654.5,2646.8,2736.7,2722.9
Switzerland,1999,12,2632.6,2656.7,2732.5,2696.8
Switzerland,2002,16,2604.6,2602.3,2751.6,2703.9
Switzerland,2003,15,2597.1,2583.8,2706.2,2697.2
Switzerland,2004,11,2631.2,2635.1,2684.1,2679.7
Switzerland,2005,11,2617,2601.3,2695.8,2694.1
Switzerland,2006,12,2618.1,2600.2,2766.2,2700.6
Switzerland,2007,11,2627.4,2578.1,2769.1,2689.2
Switzerland,2013,11,2640.3,2660.6,2701.8,2705.6
Switzerland,2014,11,2632,2645.3,2737.8,2707.9
Switzerland,2015,10,2646.6,2651.1,2734.4,2699.8
Scotland,1890,10,2446.1,2457.1,2554,2508.1
Scotland,1891,10,2446.1,2436.3,2590.7,2510.8
Scotland,1892,10,2432,2417.1,2605.7,2501.1
Scotland,1893,12,2433.3,2437.1,2579.9,2518
Scotland,1896,11,2471.1,2441.3,2613.9,2564.5
Scotland,1897,11,2471.1,2446.7,2654.1,2573.3
Scotland,1905,16,2471.2,2443,2613.1,2581.6
Scotland,1906,18,2453.6,2443.9,2566.2,2575.6
Scotland,1907,18,2453.6,2431.9,2597.7,2581.4
Scotland,1908,18,2453.6,2435.3,2596.4,2580.6
Scotland,1909,18,2453.6,2458.9,2568.1,2556.5
Scotland,1910,19,2451.5,2455.7,2565.9,2566.8
Scotland,1911,18,2462.4,2462.4,2546.8,2558
Scotland,1912,18,2462.4,2452.6,2561.1,2543.7
Scotland,1913,20,2457,2434.5,2589.2,2577.6
Scotland,1914,20,2457,2419.8,2635.5,2588.7
Scotland,1915,20,2457,2428.4,2607.4,2586.3
Scotland,1919,22,2452.4,2438.1,2532.3,2576.4
Scotland,1920,22,2452.4,2437.7,2543.4,2587.5
Scotland,1921,22,2452.4,2443.3,2512.1,2561.6
Scotland,1922,23,2448.4,2445.9,2519.9,2553.7
Scotland,1923,20,2465.3,2454.7,2535.8,2545.4
Scotland,1925,20,2461.7,2452.5,2540.3,2549.8
Scotland,1926,22,2457.4,2453.1,2561.9,2556.1
Scotland,1927,22,2461.9,2468.6,2586.1,2563.3
Scotland,1928,20,2471.4,2467.6,2601.3,2566.1
Scotland,1929,20,2477.8,2463.5,2604,2584.7
Scotland,1930,22,2468.7,2466.1,2622.3,2592.1
Scotland,1931,22,2472.3,2460.7,2611.5,2596.9
Scotland,1932,22,2468.9,2457.1,2597.4,2615.9
Scotland,1933,22,2483.9,2478.5,2565.2,2620.5
Scotland,1934,22,2484,2458.3,2620.4,2620.4
Scotland,1935,22,2490.7,2458.7,2634.4,2624.6
Scotland,1936,22,2490.7,2465.5,2672.4,2634.4
Scotland,1937,22,2488.6,2471.6,2632.4,2625.5
Scotland,1938,22,2490.1,2481.5,2642.6,2614.7
Scotland,1939,20,2502.5,2493.7,2598.8,2597.1
Scotland,1946,16,2506.8,2507.6,2596.5,2586.1
Scotland,1947,18,2497.3,2465,2578.5,2592
Scotland,1948,18,2495.9,2480.9,2582,2573.9
Scotland,1949,18,2492.4,2468.9,2631.4,2608
Scotland,1950,18,2497.8,2487.7,2616.9,2610.8
Scotland,1951,18,2497.8,2466.7,2635.3,2605.7
Scotland,1952,18,2497.8,2493.6,2609.3,2581.8
Scotland,1953,18,2495,2506.8,2573.3,2574.1
Scotland,1954,18,2496.4,2520,2623.8,2603.6
